,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day_lower","Martin Luther King, Jr. Day_upper",Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2014-07-14,68.13260282488491,66.52830564002801,71.12077806418728,68.13260282488491,68.13260282488491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6797446299624704,0.6797446299624704,0.6797446299624704,0.0,0.0,0.0,0.10205473475541582,0.10205473475541582,0.10205473475541582,0.5776898952070546,0.5776898952070546,0.5776898952070546,0.0,0.0,0.0,68.81234745484738
1,2014-07-15,68.06295152410743,66.45373754614533,70.9611690614436,68.06295152410743,68.06295152410743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328884731858271,0.7328884731858271,0.7328884731858271,0.0,0.0,0.0,0.15873288029957222,0.15873288029957222,0.15873288029957222,0.5741555928862548,0.5741555928862548,0.5741555928862548,0.0,0.0,0.0,68.79583999729326
2,2014-07-16,67.99330022332998,66.57762062925008,71.17004872405218,67.99330022332998,67.99330022332998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7904292463301746,0.7904292463301746,0.7904292463301746,0.0,0.0,0.0,0.2186844841052726,0.2186844841052726,0.2186844841052726,0.5717447622249021,0.5717447622249021,0.5717447622249021,0.0,0.0,0.0,68.78372946966016
3,2014-07-17,67.92364892255252,66.40975133695889,71.12681174572612,67.92364892255252,67.92364892255252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7546561721944454,0.7546561721944454,0.7546561721944454,0.0,0.0,0.0,0.18434501065288342,0.18434501065288342,0.18434501065288342,0.570311161541562,0.570311161541562,0.570311161541562,0.0,0.0,0.0,68.67830509474696
4,2014-07-18,67.85399762177504,66.24522084106736,70.80651260848185,67.85399762177504,67.85399762177504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736668158574278,0.736668158574278,0.736668158574278,0.0,0.0,0.0,0.16696832158659036,0.16696832158659036,0.16696832158659036,0.5696998369876877,0.5696998369876877,0.5696998369876877,0.0,0.0,0.0,68.59066578034931
5,2014-07-21,67.64504371944265,65.99044890097531,70.72620891152712,67.64504371944265,67.64504371944265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6731803461673856,0.6731803461673856,0.6731803461673856,0.0,0.0,0.0,0.10205473475535212,0.10205473475535212,0.10205473475535212,0.5711256114120334,0.5711256114120334,0.5711256114120334,0.0,0.0,0.0,68.31822406561004
6,2014-07-22,67.57539241866519,65.98995384218568,70.70553203636184,67.57539241866519,67.57539241866519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308234133593589,0.7308234133593589,0.7308234133593589,0.0,0.0,0.0,0.15873288029944957,0.15873288029944957,0.15873288029944957,0.5720905330599092,0.5720905330599092,0.5720905330599092,0.0,0.0,0.0,68.30621583202455
7,2014-07-23,67.50574111788772,66.0538633067527,70.61428007018385,67.50574111788772,67.50574111788772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916689439639263,0.7916689439639263,0.7916689439639263,0.0,0.0,0.0,0.2186844841052259,0.2186844841052259,0.2186844841052259,0.5729844598587005,0.5729844598587005,0.5729844598587005,0.0,0.0,0.0,68.29741006185165
8,2014-07-24,67.43608981711026,66.00858848558907,70.59326850327294,67.43608981711026,67.43608981711026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7579546235162706,0.7579546235162706,0.7579546235162706,0.0,0.0,0.0,0.18434501065299244,0.18434501065299244,0.18434501065299244,0.5736096128632783,0.5736096128632783,0.5736096128632783,0.0,0.0,0.0,68.19404444062653
9,2014-07-25,67.36643851633279,65.7380139849716,70.48691404081288,67.36643851633279,67.36643851633279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740733218313078,0.740733218313078,0.740733218313078,0.0,0.0,0.0,0.16696832158656982,0.16696832158656982,0.16696832158656982,0.5737648967265083,0.5737648967265083,0.5737648967265083,0.0,0.0,0.0,68.10717173464587
