,Ticker,Company_Name,Description,Telephone,Address,Key_Execs_Name,Key_Execs_Title,Web_URL,Tweets,Following,Followers,Likes,Company,Handle,Articles1,Articles2,Articles3,Articles4,Articles5
0,CFG,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc. operates as the bank holding company for Citizens Bank, National Association and Citizens Bank of Pennsylvania that provides retail and commercial banking products and services in the United States. The company operates in two segments, Consumer Banking and Commercial Banking. The Consumer Banking segment offers traditional banking products and services, including checking and savings accounts, home and education loans, credit cards, business loans, mortgage and home equity lending, and unsecured product finance and personal loans, as well as wealth management and investment services to retail customers and small businesses. This segment also provides indirect auto finance for new and used vehicles through auto dealerships. The Commercial Banking segment offers various financial products and solutions, such as loans and leasing, trade finance, deposit and treasury management, cash management, and foreign exchange and interest rate risk management solutions; and corporate finance, merger and acquisition, and debt and equity capital markets capabilities. It serves government banking, not-for-profit, healthcare, technology, professionals, oil and gas, asset finance, franchise finance, asset-based lending, commercial real estate, private equity, and sponsor finance industries. Citizens Financial Group, Inc. operates approximately 1,100 branches and 2,900 ATMs in 11 states in the New England, Mid-Atlantic, and Midwest regions, as well as through online, telephone, and mobile banking services; and maintains approximately 140 retail and commercial non-branch offices in its banking footprint and in other states, and the District of Columbia. The company was formerly known as RBS Citizens Financial Group, Inc. and changed its name to Citizens Financial Group, Inc. in April 2014. Citizens Financial Group, Inc. was founded in 1828 and is headquartered in Providence, Rhode Island.",4014567000,"One Citizens PlazaProvidence, RI 02903",Mr. Bruce W. Van Saun,"Chairman, Pres & CEO",http://www.citizensbank.com,11,149,9,More ,cfg,@cfg,"Go to MacHeist, name your own price, and get over $700 worth of great Mac apps... AND get a free copy of ABFR! https://macheist.com ",Download a Bear! http://tunnelbear.com  Browse like you're in another country! @theTunnelBearpic.twitter.com/o8al51jpIh,Everything you need to know about the Amazon Fire Phonehttp://trib.al/WcAExlJ ,"Finally, Cher's clothes-picking computer program from ""Clueless"" is real http://wrd.cm/13mrW6A pic.twitter.com/ONa6NnkMyw",Apple again named world’s most admired company by Fortunehttp://www.bgr.com/2012/08/01/att-iphone-sales-decrease-managers-orders/ …
