,ds,yhat,yhat_lower,yhat_upper
0,2014-07-15,71.90515181452473,66.94466071449676,77.3150988358
1,2014-07-16,72.1302904626098,66.83806806159771,77.08414450265605
2,2014-07-17,72.2719898430773,67.16169200850429,77.11518346987326
3,2014-07-18,72.49535239514759,67.46291699869491,77.50365707377087
4,2014-07-21,72.65139555851188,67.40821852174572,77.96027876914317
5,2014-07-22,72.38972672897982,67.42143456863158,77.34635014617254
6,2014-07-23,72.49108076396001,67.31704987306414,77.20885343950204
7,2014-07-24,72.51367381465217,67.62348167030173,77.54583997051925
8,2014-07-25,72.62554564272948,67.6943650532733,77.78362272230565
9,2014-07-28,72.51886163892183,67.14289544583269,77.07634719166535
10,2014-07-29,72.20066323971686,67.21448461789922,77.29655244993012
11,2014-07-30,72.26361645524406,67.03117127469851,76.79136186936339
12,2014-07-31,72.2668430602988,67.56247675325439,77.65443402539127
13,2014-08-01,72.37881666917228,67.18144706231048,77.29080370562372
14,2014-08-04,72.38644081335255,67.18544387568357,77.91014134426149
15,2014-08-05,72.14112174940648,66.90208769734059,76.86902346083247
16,2014-08-06,72.29168780094413,67.20288775133577,76.91205625312377
17,2014-08-07,72.39513353251733,67.42049570854502,77.40721221549708
18,2014-08-08,72.61752727463696,67.61968020154059,77.79197818983032
19,2014-08-11,72.99080523707053,67.8261794328285,78.11474142680684
20,2014-08-12,72.86948529457887,67.58364967170836,78.28438339594477
21,2014-08-13,73.1404869110748,68.23183649599825,78.27277147196872
22,2014-08-14,73.35821755809711,67.99918540226942,78.72799991130705
23,2014-08-15,73.68637702444892,68.49325559943048,78.83407618920779
24,2014-08-18,74.30662366424527,69.26493133488036,79.15630006775092
25,2014-08-19,74.23958397194552,69.11327294723077,79.37992047692481
26,2014-08-20,74.54955492479998,69.46671423874702,79.51688356640506
27,2014-08-21,74.79080896624886,69.82798903339129,79.7600761570133
28,2014-08-22,75.12733591908474,69.88592951799923,79.91765755922651
29,2014-08-25,75.69059959446584,70.273915556383,80.74929343600137
30,2014-08-26,75.58189316811655,70.52498837997537,80.58186631162394
31,2014-08-27,75.84190917022865,70.67869744478824,80.85043816411383
32,2014-08-28,76.02704931818313,71.06785876230254,80.9820928569147
33,2014-08-29,76.30354160711725,70.86623610304582,81.52709720033926
34,2014-09-02,76.52343229407452,71.26336092588294,81.71409997653153
35,2014-09-03,76.73634826636358,71.54154863525996,81.51546721450637
36,2014-09-04,76.88235854178343,71.39055882321186,81.8870164401703
37,2014-09-05,77.12884841859798,71.82768995718607,81.85615345728004
38,2014-09-08,77.48188383655467,72.74845646406628,82.72136183027622
39,2014-09-09,77.33024570865801,72.30101861292947,82.72159742949543
40,2014-09-10,77.56308469576264,72.35743618398604,82.83024578511767
41,2014-09-11,77.73717890300273,72.83763500244433,82.5697614975095
42,2014-09-12,78.01848776320259,73.0500363780436,83.06378013841807
43,2014-09-15,78.49828858409636,73.25784887135535,83.58259170921426
44,2014-09-16,78.38943242860812,73.21387643385393,83.64056013705493
45,2014-09-17,78.6616540213186,73.3878745314551,83.89561685797884
46,2014-09-18,78.86955585523826,73.71726545349745,84.0995285302845
47,2014-09-19,79.1770357042945,74.16475314939414,83.95396674519415
48,2014-09-22,79.67202180806483,74.5309845672707,84.91983435914557
49,2014-09-23,79.54273238376646,74.27318272670645,84.45405544904095
50,2014-09-24,79.7804755010404,74.60850785809599,84.78862637707314
51,2014-09-25,79.93968681711027,74.58036594417283,84.74503592556879
52,2014-09-26,80.18453385576726,74.8708570050334,85.32061554779028
53,2014-09-29,80.41721359126028,75.44549094034129,85.55338054708459
54,2014-09-30,80.18083327788707,75.17526397900221,85.23289008892796
55,2014-10-01,80.30514886292985,74.92125642640185,84.91672397826976
56,2014-10-02,80.34714107339093,75.22631710485716,85.4969990005378
57,2014-10-03,80.4737383367088,75.36926804082128,85.49480697747303
58,2014-10-06,80.37482024529689,74.97638976956667,85.44577036196445
59,2014-10-07,80.04543781421197,74.67789855884419,85.02612932099468
60,2014-10-08,80.09016445410218,74.98155763281399,85.44118031305095
