,ds,yhat,yhat_lower,yhat_upper
0,2014-07-15,41.256798454687036,39.62275066154295,42.896154477127524
1,2014-07-16,41.33953949424515,39.546228066324524,43.12384703526662
2,2014-07-17,41.3888334770053,39.72318773268065,43.09530878819994
3,2014-07-18,41.49738259252964,39.71126616096493,43.22965934345725
4,2014-07-21,41.72304017596955,39.95497571432635,43.615972708247
5,2014-07-22,41.833293905739424,40.071146320543804,43.65012489608324
6,2014-07-23,41.89139844273953,40.07637390420348,43.73950647750962
7,2014-07-24,41.91278225249128,40.148014037735976,43.65108400662033
8,2014-07-25,41.99082203665988,40.17375140568932,43.641886654646015
9,2014-07-28,42.1159224641705,40.40633289974056,43.88172115760306
10,2014-07-29,42.1916618722394,40.55027484623419,43.989089380110904
11,2014-07-30,42.215626656916044,40.42600511656604,43.993161370232194
12,2014-07-31,42.20366557662727,40.39829513041303,43.90445100151629
13,2014-08-01,42.249497326518345,40.39777707913419,43.99208733591025
14,2014-08-04,42.28699659309801,40.53816211182272,44.00977849659151
15,2014-08-05,42.3368829214425,40.48118175666239,44.019125304576455
16,2014-08-06,42.336659021062836,40.544614647511715,44.183570159068246
17,2014-08-07,42.302077823468814,40.49192452470917,44.002109304057434
18,2014-08-08,42.326716872991064,40.704630555383204,44.047674308064416
19,2014-08-11,42.307374644457205,40.5844784058432,43.904053377022024
20,2014-08-12,42.33990306328797,40.636284060927224,44.0583645666211
21,2014-08-13,42.32280928037778,40.58534144919976,44.1334560716496
22,2014-08-14,42.27170001872323,40.48614541557641,44.01712923211223
23,2014-08-15,42.28004586003472,40.552761796906026,43.96441030454035
24,2014-08-18,42.21289784440993,40.49010935207081,43.9736674855428
25,2014-08-19,42.23000936464123,40.492441211471586,44.07437859981639
26,2014-08-20,42.19797648990672,40.506620306847246,44.014999205485836
27,2014-08-21,42.132614621664345,40.41637288544837,43.95248887657784
28,2014-08-22,42.12764654186798,40.39309823340142,43.92557708702381
29,2014-08-25,42.02916872549722,40.28229583977506,43.81335143292695
30,2014-08-26,42.03977354207161,40.28536286560447,43.89163826343426
31,2014-08-27,42.00372634260691,40.27463644146393,43.722765463323086
32,2014-08-28,41.937123042326185,40.12020758948518,43.6032991568579
33,2014-08-29,41.933925324685184,40.28122998630106,43.767011221857175
34,2014-09-02,41.885902423024895,40.11039692736711,43.69380933815863
35,2014-09-03,41.86800675054548,40.06325634305446,43.62798582747638
36,2014-09-04,41.82252723108685,40.04121556869619,43.65758848028933
37,2014-09-05,41.84311555884379,40.08784589943945,43.55770716789841
