,ds,yhat,yhat_lower,yhat_upper
0,2014-07-15,89.79310226227284,86.40836172905983,93.4987128083366
1,2014-07-16,89.82986682794768,86.16509489615478,93.38257812592013
2,2014-07-17,89.73725015985757,86.16754505388417,93.35734546921766
3,2014-07-18,89.76084708485406,86.3355724128799,93.34922950725547
4,2014-07-21,89.63526332816463,86.19418448342572,93.14116123663136
5,2014-07-22,89.69847155520239,86.23444900074904,93.34304718341
6,2014-07-23,89.6304409127374,86.07838490314346,92.98927561097378
7,2014-07-24,89.44490354196373,86.15090181689379,92.66565659845868
8,2014-07-25,89.38950669436832,85.90168259017321,92.99943910618317
9,2014-07-28,89.12471293270069,85.86631344050005,92.71973157325682
10,2014-07-29,89.1765074438867,85.57634126201617,92.53952619985171
11,2014-07-30,89.11453599242476,85.67184974502968,92.37799427491484
12,2014-07-31,88.95179238275679,85.43784568800696,92.39216961660237
13,2014-08-01,88.93473308538516,85.44544012419998,92.41100054906212
14,2014-08-04,88.86042963437029,85.43052617835983,92.42043170944245
15,2014-08-05,88.99339525121928,85.2111696456323,92.41735257096944
16,2014-08-06,89.01715181314573,85.39180330221667,92.71968139081608
17,2014-08-07,88.94196265595885,85.30226662287379,92.65934946276533
18,2014-08-08,89.01155782393253,85.55092294068717,92.78390113534728
19,2014-08-11,89.16626866888834,85.45578005290537,92.47504407139479
20,2014-08-12,89.35782126642104,85.96197282144318,92.96456949923439
21,2014-08-13,89.42833428777357,85.96329661507198,93.01014558412881
22,2014-08-14,89.38686189263701,85.62509553850563,92.62493330043623
23,2014-08-15,89.47635045672483,86.04454795421567,93.08471876839764
24,2014-08-18,89.60664072954243,86.12538032520129,93.29033793876086
25,2014-08-19,89.76383004403444,86.28691619802073,93.32807132062273
26,2014-08-20,89.78879651945566,86.17928613902491,93.26070960914966
27,2014-08-21,89.69228528383783,86.20104815532842,93.025669297725
28,2014-08-22,89.7192162852636,86.1526820129698,93.37878552369472
29,2014-08-25,89.63930639870253,86.2030337625893,93.19674058278575
30,2014-08-26,89.72688657993098,86.1645342887258,93.27809107826124
31,2014-08-27,89.68640902527744,86.44125115473325,93.0855211998987
32,2014-08-28,89.5307945051823,86.04582502319747,92.85843189805126
33,2014-08-29,89.50691593449822,86.13252403584909,92.99524924015265
34,2014-09-02,89.42233939880751,85.87852933362619,92.88069404403343
35,2014-09-03,89.39021888177473,85.77935193385548,93.20305062572521
36,2014-09-04,89.2555229352902,85.72142680811001,92.67799616025547
37,2014-09-05,89.26436987095214,85.95622083756702,92.6918320030038
38,2014-09-08,89.2523401816609,85.66568905739044,92.63708686191468
39,2014-09-09,89.40024889252638,86.21790259440934,92.91983394799072
40,2014-09-10,89.43577184040967,86.0023863795545,92.83978098518071
41,2014-09-11,89.3718079788174,85.85107665020834,92.85022826934816
42,2014-09-12,89.44915826128162,85.94616634621764,92.94241340108326
43,2014-09-15,89.604614345563,86.09995714852997,93.42984610242917
44,2014-09-16,89.7882295529048,86.27523227768998,93.43598046662675
45,2014-09-17,89.84630601166292,86.37421397455635,93.42389120882999
46,2014-09-18,89.78761464016631,86.24125648476229,93.0878434087453
47,2014-09-19,89.85479738133323,86.52330828282993,93.38653185408137
48,2014-09-22,89.8844513520937,86.39786751172238,93.5598661638021
49,2014-09-23,89.99581425421174,86.48501974540504,93.38218911036847
50,2014-09-24,89.96835192855934,86.57460126436051,93.55159062084962
51,2014-09-25,89.81259933757734,86.21161870964796,93.59475795522577
52,2014-09-26,89.77333346753953,86.13497612885,93.21678405732214
53,2014-09-29,89.45301436274188,86.03095472121962,93.018067726663
54,2014-09-30,89.44704146550703,85.84064671783526,93.13096098519893
55,2014-10-01,89.30688367556199,85.77848426523352,92.97555429982273
56,2014-10-02,89.0460223851572,85.31638180663238,92.57107260833978
57,2014-10-03,88.91204047249425,85.33735534789659,92.30649516626826
58,2014-10-06,88.39430864429886,84.93067271338512,91.83737894391196
59,2014-10-07,88.35788393215196,84.678697414749,91.85257794548643
60,2014-10-08,88.20714147441468,84.6441520190327,91.7346655211092
61,2014-10-09,87.95617908327503,84.11525397844522,91.76997215281243
62,2014-10-10,87.85270049862314,84.46557767658545,91.40675111875362
63,2014-10-13,88.08071691116237,84.50425378642082,91.34669250857431
64,2014-10-14,87.61185291126719,84.22605856509871,91.08264930460257
65,2014-10-15,87.57960635366085,83.91287349390836,91.23669633539947
