,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day_lower","Martin Luther King, Jr. Day_upper",Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2014-09-24,23.869811812034264,21.679233490683245,25.62429421184208,23.869811812034264,23.869811812034264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23043532102015488,-0.23043532102015488,-0.23043532102015488,0.0,0.0,0.0,0.24692940103652264,0.24692940103652264,0.24692940103652264,-0.4773647220566775,-0.4773647220566775,-0.4773647220566775,0.0,0.0,0.0,23.639376491014108
1,2014-09-25,23.876183072125748,21.52367138163107,25.532211503455187,23.876183072125748,23.876183072125748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31298385633433456,-0.31298385633433456,-0.31298385633433456,0.0,0.0,0.0,0.20183761102100936,0.20183761102100936,0.20183761102100936,-0.514821467355344,-0.514821467355344,-0.514821467355344,0.0,0.0,0.0,23.563199215791414
2,2014-09-26,23.88255433221723,21.669433090581304,25.523662313055567,23.88255433221723,23.88255433221723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3457878271269639,-0.3457878271269639,-0.3457878271269639,0.0,0.0,0.0,0.21234743055569819,0.21234743055569819,0.21234743055569819,-0.558135257682662,-0.558135257682662,-0.558135257682662,0.0,0.0,0.0,23.536766505090263
3,2014-09-29,23.901668112491674,21.384022537831,25.33569978529355,23.901668112491674,23.901668112491674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5474353650012631,-0.5474353650012631,-0.5474353650012631,0.0,0.0,0.0,0.1742654912169145,0.1742654912169145,0.1742654912169145,-0.7217008562181777,-0.7217008562181777,-0.7217008562181777,0.0,0.0,0.0,23.35423274749041
4,2014-09-30,23.908039372583154,21.466180369151655,25.274651133134398,23.908039372583154,23.908039372583154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326075991842459,-0.5326075991842459,-0.5326075991842459,0.0,0.0,0.0,0.2536365345059911,0.2536365345059911,0.2536365345059911,-0.7862441336902372,-0.7862441336902372,-0.7862441336902372,0.0,0.0,0.0,23.37543177339891
5,2014-10-01,23.914410632674635,21.411357685131925,25.1917200843243,23.914410632674635,23.914410632674635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6079488239022363,-0.6079488239022363,-0.6079488239022363,0.0,0.0,0.0,0.2469294010364842,0.2469294010364842,0.2469294010364842,-0.8548782249387203,-0.8548782249387203,-0.8548782249387203,0.0,0.0,0.0,23.306461808772397
6,2014-10-02,23.920781892766115,21.24163702609151,25.24006294639211,23.920781892766115,23.920781892766115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7250350394976895,-0.7250350394976895,-0.7250350394976895,0.0,0.0,0.0,0.20183761102084355,0.20183761102084355,0.20183761102084355,-0.9268726505185332,-0.9268726505185332,-0.9268726505185332,0.0,0.0,0.0,23.195746853268425
7,2014-10-03,23.927153152857596,21.124968308899437,24.939269513689105,23.927153152857596,23.927153152857596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7890477740637963,-0.7890477740637963,-0.7890477740637963,0.0,0.0,0.0,0.2123474305552114,0.2123474305552114,0.2123474305552114,-1.0013952046190078,-1.0013952046190078,-1.0013952046190078,0.0,0.0,0.0,23.1381053787938
8,2014-10-06,23.94626693313204,20.8835478659044,24.78956634813891,23.946266933132037,23.946266933132037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.056369319986803,-1.056369319986803,-1.056369319986803,0.0,0.0,0.0,0.1742654912162947,0.1742654912162947,0.1742654912162947,-1.2306348112030976,-1.2306348112030976,-1.2306348112030976,0.0,0.0,0.0,22.889897613145237
9,2014-10-07,23.95263819322352,20.84717659616348,25.003511272021406,23.95263819322352,23.95263819322352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.051880688945075,-1.051880688945075,-1.051880688945075,0.0,0.0,0.0,0.25363653450648044,0.25363653450648044,0.25363653450648044,-1.3055172234515553,-1.3055172234515553,-1.3055172234515553,0.0,0.0,0.0,22.900757504278445
