,ds,trend,trend_lower,trend_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat,yhat_lower,yhat_upper
0,2014-09-24,23.94512277887839,23.945122778878385,23.945122778878385,0.2570820437067694,0.2570820437067694,0.2570820437067694,-0.4905852955548916,-0.4905852955548916,-0.4905852955548916,23.711619527030265,21.7287335529432,25.71326146716979
1,2014-09-25,23.95093358695256,23.95093358695256,23.95093358695256,0.21058794258551444,0.21058794258551444,0.21058794258551444,-0.5306254435347005,-0.5306254435347005,-0.5306254435347005,23.63089608600337,21.682978164274093,25.61769277277318
2,2014-09-26,23.956744395026725,23.956744395026725,23.956744395026725,0.21202413128056752,0.21202413128056752,0.21202413128056752,-0.5766774378083206,-0.5766774378083206,-0.5766774378083206,23.59209108849897,21.706987113811707,25.46035805267891
3,2014-09-29,23.974176819249227,23.974176819249227,23.974176819249227,0.18858654792919313,0.18858654792919313,0.18858654792919313,-0.7488022717894673,-0.7488022717894673,-0.7488022717894673,23.413961095388952,21.498659774673996,25.298863688195738
4,2014-09-30,23.979987627323396,23.979987627323396,23.979987627323396,0.2677356383783923,0.2677356383783923,0.2677356383783923,-0.816117327831802,-0.816117327831802,-0.816117327831802,23.431605937869985,21.38691442537948,25.168574732997342
5,2014-10-01,23.985798435397562,23.985798435397562,23.985798435397562,0.25708204370675103,0.25708204370675103,0.25708204370675103,-0.8873894350497926,-0.8873894350497926,-0.8873894350497926,23.35549104405452,21.38526288335073,25.22739377549177
6,2014-10-02,23.991609243471732,23.991609243471732,23.991609243471732,0.210587942585351,0.210587942585351,0.210587942585351,-0.9618384188307757,-0.9618384188307757,-0.9618384188307757,23.240358767226308,21.312271913020194,25.21571006923163
7,2014-10-03,23.997420051545898,23.997420051545898,23.997420051545898,0.21202413128005745,0.21202413128005745,0.21202413128005745,-1.0385883646901408,-1.0385883646901408,-1.0385883646901408,23.170855818135816,21.287197197011835,25.066186415778745
8,2014-10-06,24.014852475768407,24.014852475768407,24.014852475768407,0.1885865479285421,0.1885865479285421,0.1885865479285421,-1.2728212756954074,-1.2728212756954074,-1.2728212756954074,22.93061774800154,20.958536594431262,25.01345867790168
9,2014-10-07,24.020663283842573,24.020663283842573,24.020663283842573,0.26773563837888587,0.26773563837888587,0.26773563837888587,-1.348738599872448,-1.348738599872448,-1.348738599872448,22.939660322349013,21.030565037573275,24.70285421453785
10,2014-10-08,24.026474091916743,24.026474091916743,24.026474091916743,0.2570820437067424,0.2570820437067424,0.2570820437067424,-1.4218005945133179,-1.4218005945133179,-1.4218005945133179,22.861755541110167,20.945492699565456,24.858294600572336
11,2014-10-09,24.03228489999091,24.03228489999091,24.03228489999091,0.2105879425851876,0.2105879425851876,0.2105879425851876,-1.490970176073627,-1.490970176073627,-1.490970176073627,22.75190266650247,20.817896861929274,24.817511977964156
12,2014-10-10,24.03809570806508,24.03809570806508,24.03809570806508,0.21202413128002565,0.21202413128002565,0.21202413128002565,-1.5552596347071825,-1.5552596347071825,-1.5552596347071825,22.694860204637923,20.76782120867974,24.683209977145214
13,2014-10-13,24.05552813228758,24.05552813228758,24.05552813228758,0.18858654792912427,0.18858654792912427,0.18858654792912427,-1.7101329579039553,-1.7101329579039553,-1.7101329579039553,23.274986422802815,21.332539883555597,25.198276085743437
14,2014-10-14,24.061338940361747,24.061338940361747,24.061338940361747,0.2677356383786847,0.2677356383786847,0.2677356383786847,-1.7466984176811209,-1.7466984176811209,-1.7466984176811209,22.58237616105931,20.78332229389167,24.628608059385243
15,2014-10-15,24.067149748435916,24.067149748435916,24.067149748435916,0.25708204370673376,0.25708204370673376,0.25708204370673376,-1.774843085200815,-1.774843085200815,-1.774843085200815,22.549388706941834,20.560879304253422,24.37783971645377
16,2014-10-16,24.072960556510083,24.072960556510083,24.072960556510083,0.2105879425851422,0.2105879425851422,0.2105879425851422,-1.7942376970257794,-1.7942376970257794,-1.7942376970257794,22.489310802069447,20.622980518258572,24.555127935326045
17,2014-10-17,24.07877136458425,24.07877136458425,24.07877136458425,0.21202413128014205,0.21202413128014205,0.21202413128014205,-1.8046987570230713,-1.8046987570230713,-1.8046987570230713,22.48609673884132,20.727765871835217,24.31398069193112
18,2014-10-20,24.096203788806754,24.096203788806754,24.096203788806754,0.18858654792970656,0.18858654792970656,0.18858654792970656,-1.7828442423945532,-1.7828442423945532,-1.7828442423945532,22.501946094341907,20.564773263212828,24.40450908993304
19,2014-10-21,24.10201459688092,24.10201459688092,24.10201459688092,0.2677356383784835,0.2677356383784835,0.2677356383784835,-1.758639870410452,-1.758639870410452,-1.758639870410452,22.61111036484895,20.76420869845538,24.40797927439589
20,2014-10-22,24.10782540495509,24.10782540495509,24.10782540495509,0.2570820437067252,0.2570820437067252,0.2570820437067252,-1.726712616983807,-1.726712616983807,-1.726712616983807,22.638194831678007,20.700890734557333,24.557507870645882
21,2014-10-23,24.113636213029256,24.113636213029256,24.113636213029256,0.21058794258519445,0.21058794258519445,0.21058794258519445,-1.687673372704253,-1.687673372704253,-1.687673372704253,22.6365507829102,20.763894822525447,24.534616119806426
22,2014-10-24,24.119447021103422,24.119447021103422,24.119447021103422,0.21202413128011022,0.21202413128011022,0.21202413128011022,-1.6422239472304467,-1.6422239472304467,-1.6422239472304467,22.689247205153087,20.783324716362863,24.586110317723232
23,2014-10-27,24.13687944532593,24.13687944532593,24.13687944532593,0.18858654792969856,0.18858654792969856,0.18858654792969856,-1.475409878364413,-1.475409878364413,-1.475409878364413,22.850056114891217,21.049374880642663,24.85859303017285
