,ds,trend,trend_lower,trend_upper,yhat,yhat_lower,yhat_upper
378,2016-01-12,5038.0271385591495,5038.0271385591495,5038.0271385591495,4672.064394277794,4453.318367440071,4882.101110914684
379,2016-01-13,5035.881154325093,5035.881154325093,5035.881154325093,4676.164518298926,4437.891868889818,4891.732801479601
380,2016-01-14,5033.735170091038,5033.735170091038,5033.735170091038,4674.895531900692,4451.818331461741,4888.618836257372
381,2016-01-15,5031.589185856981,5031.589185856981,5031.589185856981,4678.713913239876,4469.778043309667,4896.206071973422
382,2016-01-19,5023.0052489207565,5023.0052489207565,5023.0052489207565,4687.228843025156,4478.964087399866,4890.390396769887
383,2016-01-20,5020.8592646867,5020.8592646867,5020.8592646867,4687.106066697931,4480.0492889933175,4899.542528556873
384,2016-01-21,5018.713280452644,5018.713280452644,5018.713280452644,4681.21966231108,4456.593241526183,4908.936421166367
385,2016-01-22,5016.567296218588,5016.567296218588,5016.567296218588,4680.166934806319,4469.780638374403,4902.468029905447
386,2016-01-25,5010.129343516419,5010.129343516419,5010.129343516419,4662.789364265833,4440.201521556076,4881.665718851033
387,2016-01-26,5007.9833592823625,5007.9833592823625,5007.9833592823625,4669.586526365965,4450.601658302493,4905.546299744821
388,2016-01-27,5005.837375048307,5005.837375048307,5005.837375048307,4665.496253453406,4434.219862273446,4875.438340493235
389,2016-01-28,5003.691390814251,5003.691390814251,5003.691390814251,4656.220373440715,4430.406319724765,4877.311713607163
390,2016-01-29,5001.545406580194,5001.545406580194,5001.545406580194,4652.4611770255315,4414.750460127826,4872.064492568408
391,2016-02-01,4995.107453878026,4995.107453878026,4995.107453878026,4631.8427917390945,4404.271462427554,4853.934235558963
392,2016-02-02,4992.961469643969,4992.961469643969,4992.961469643969,4639.344684404736,4407.863453242432,4867.4937708377365
393,2016-02-03,4990.815485409913,4990.815485409913,4990.815485409913,4636.876953344621,4417.88754051778,4860.197660045855
394,2016-02-04,4988.6695011758575,4988.6695011758575,4988.6695011758575,4630.123624649476,4394.959845708697,4848.979056062512
395,2016-02-05,4986.5235169418,4986.5235169418,4986.5235169418,4629.747848479185,4398.274822935016,4847.922751275313
396,2016-02-08,4980.085564239632,4980.085564239632,4980.085564239632,4623.761063382958,4410.188242601349,4831.273179178753
397,2016-02-09,4977.939580005576,4977.939580005576,4977.939580005576,4637.321867941563,4421.903496304283,4862.180477435968
398,2016-02-10,4975.79359577152,4975.79359577152,4975.79359577152,4641.314258110768,4428.81194941527,4871.887334654155
399,2016-02-11,4973.6476115374635,4973.6476115374635,4973.6476115374635,4641.294180674811,4425.543990244103,4883.299015539827
400,2016-02-12,4971.501627303407,4971.501627303407,4971.501627303407,4647.791456975311,4405.01002064632,4887.095515468001
401,2016-02-16,4962.917690367182,4962.917690367182,4962.917690367182,4681.582250911008,4462.826821355398,4898.195849140231
402,2016-02-17,4960.771706133128,4960.771706133128,4960.771706133128,4691.182418084443,4480.435362557027,4919.863334259637
403,2016-02-18,4958.62572189907,4958.62572189907,4958.62572189907,4696.172294713803,4474.935277926264,4932.152382872286
404,2016-02-19,4956.479737665015,4956.479737665015,4956.479737665015,4706.99450931897,4494.279388741259,4931.715296157118
405,2016-02-22,4950.279499491975,4950.279499491975,4950.279499491975,4729.593135258379,4507.846674345657,4971.4448606110045
406,2016-02-23,4948.212753434294,4948.212753434294,4948.212753434294,4750.379990952419,4532.385676291677,4979.863352366987
407,2016-02-24,4946.146007376615,4946.146007376615,4946.146007376615,4760.233887741174,4546.723014069786,4990.121144151089
408,2016-02-25,4944.079261318933,4944.079261318933,4944.079261318933,4764.625658237238,4549.158576477847,4984.610352123189
409,2016-02-26,4942.012515261254,4942.012515261254,4942.012515261254,4774.030430180463,4554.503086937037,5003.871101262106
410,2016-02-29,4935.812277088214,4935.812277088214,4935.812277088214,4787.763268355481,4568.364389756285,5007.9015925608355
411,2016-03-01,4933.745531030533,4933.745531030533,4933.745531030533,4804.375672556164,4578.823733905268,5021.872984862543
412,2016-03-02,4931.6787849728535,4931.6787849728535,4931.6787849728535,4809.587686143465,4587.255819714602,5025.200213211061
413,2016-03-03,4929.612038915174,4929.612038915174,4929.612038915174,4808.964257169826,4598.35378046405,5040.828080475484
414,2016-03-04,4927.545292857493,4927.545292857493,4927.545292857493,4813.077316565318,4592.566540753187,5023.833218258838
415,2016-03-07,4921.345054684453,4921.345054684453,4921.345054684453,4810.238227064451,4588.416923595242,5047.136573464728
416,2016-03-08,4919.278308626774,4919.278308626774,4919.278308626774,4821.399176760434,4601.231004760251,5053.151771895662
417,2016-03-09,4917.211562569093,4917.211562569093,4917.211562569093,4821.334289783841,4585.244255957696,5046.122559999837
418,2016-03-10,4915.144816511413,4915.144816511413,4915.144816511413,4815.680049035214,4606.188135378407,5035.418131803802
419,2016-03-11,4913.078070453733,4913.078070453733,4913.078070453733,4815.07082284427,4583.428954221287,5023.571564433016
420,2016-03-14,4906.877832280693,4906.877832280693,4906.877832280693,4800.392240798303,4582.821345172734,5017.253183252597
421,2016-03-15,4904.811086223013,4904.811086223013,4904.811086223013,4808.490650054902,4576.315659786193,5043.530900539499
422,2016-03-16,4902.744340165334,4902.744340165334,4902.744340165334,4805.83468257611,4593.11620300365,5021.322255017916
423,2016-03-17,4900.677594107653,4900.677594107653,4900.677594107653,4798.064827790963,4579.450287917638,5010.8404769455765
424,2016-03-18,4898.610848049973,4898.610848049973,4898.610848049973,4795.811427391367,4571.537341952326,5017.864894471421
425,2016-03-21,4892.410609876933,4892.410609876933,4892.410609876933,4778.88926471104,4559.982668216175,5016.718596202681
426,2016-03-22,4890.343863819253,4890.343863819253,4890.343863819253,4787.064075992108,4580.823074722282,5011.784587924566
427,2016-03-23,4888.277117761573,4888.277117761573,4888.277117761573,4784.851760747318,4557.639174711832,5005.125909746762
428,2016-03-24,4886.210371703893,4886.210371703893,4886.210371703893,4777.862789438355,4562.754632558712,5008.9266882656175
429,2016-03-28,4877.943387473173,4877.943387473173,4877.943387473173,4764.5721520194265,4529.781657039073,4983.294996133207
430,2016-03-29,4875.876641415493,4875.876641415493,4875.876641415493,4774.761897668366,4536.205782720118,4991.3160410881765
431,2016-03-30,4873.809895357813,4873.809895357813,4873.809895357813,4774.727887492621,4566.021231226848,4994.824351682508
432,2016-03-31,4871.743149300133,4871.743149300133,4871.743149300133,4770.05616782026,4549.714654685492,4991.872024462641
433,2016-04-01,4869.676403242453,4869.676403242453,4869.676403242453,4771.323234059953,4550.345592141938,5008.317872162915
434,2016-04-04,4863.476165069413,4863.476165069413,4863.476165069413,4766.9752678488885,4541.427555820049,4998.830942465088
435,2016-04-05,4861.409419011733,4861.409419011733,4861.409419011733,4779.845002855958,4569.015710205934,4998.323897932724
436,2016-04-06,4859.342672954052,4859.342672954052,4859.342672954052,4782.498161438651,4558.969857325527,4975.63632479871
437,2016-04-07,4857.275926896373,4857.275926896373,4857.275926896373,4780.497135971718,4545.680232283282,5003.015034188755
438,2016-04-08,4855.209180838693,4855.209180838694,4855.209180838694,4784.393113470641,4567.071613660581,5015.4456719259015
439,2016-04-11,4849.008942665653,4849.008942665652,4849.008942665652,4787.398225718444,4567.864078348125,5012.655002101596
440,2016-04-12,4846.942196607973,4846.9421966079735,4846.9421966079735,4802.436432170241,4582.3065115103445,5022.51002451957
441,2016-04-13,4844.875450550293,4844.875450550293,4844.875450550293,4807.059825092042,4584.817138984292,5007.879810651344
442,2016-04-14,4842.808704492612,4842.808704492612,4842.808704492612,4806.794654264858,4605.553594770109,5031.503165557494
443,2016-04-15,4840.741958434933,4840.741958434932,4840.741958434932,4812.155509033368,4601.264467721235,5046.190050112395
444,2016-04-18,4834.541720261892,4834.541720261892,4834.541720261892,4817.574734941728,4597.604214785735,5027.141429224697
445,2016-04-19,4832.668113168686,4832.668113168686,4832.668113168686,4832.843308203851,4602.50812533823,5072.192275395766
446,2016-04-20,4830.794506075479,4830.794506075479,4830.794506075479,4837.26906108832,4616.76669534188,5051.4857408849275
447,2016-04-21,4828.920898982272,4828.920898982272,4828.920898982272,4836.359747589609,4609.280234310486,5054.499902956969
448,2016-04-22,4827.0472918890655,4827.0472918890655,4827.0472918890655,4840.6184146434325,4612.296766561411,5062.332805507155
449,2016-04-25,4821.426470609446,4821.426470609446,4821.426470609446,4839.992052026999,4610.536386049963,5080.802127077791
450,2016-04-26,4819.552863516239,4819.552863516239,4819.552863516239,4852.1892129665275,4632.69580415965,5072.04346457549
451,2016-04-27,4817.679256423033,4817.679256423033,4817.679256423033,4853.162076724513,4630.604496572109,5079.006618557307
452,2016-04-28,4815.805649329825,4815.805649329825,4815.805649329825,4848.4637960853315,4629.470171625042,5079.575094068601
453,2016-04-29,4813.93204223662,4813.93204223662,4813.93204223662,4848.652738882884,4610.949390696287,5085.376252366841
454,2016-05-02,4808.311220957,4808.311220957,4808.311220957,4834.819516884121,4616.2718800605535,5056.657847123615
455,2016-05-03,4806.437613863793,4806.437613863793,4806.437613863793,4842.547529356972,4615.917401039189,5064.555935455824
456,2016-05-04,4804.564006770585,4804.564006770585,4804.564006770585,4839.163866219904,4613.071228273437,5039.770439484373
457,2016-05-05,4802.690399677379,4802.690399677379,4802.690399677379,4830.313468246358,4594.755456073705,5045.646338061794
458,2016-05-06,4800.816792584173,4800.816792584173,4800.816792584173,4826.64640360182,4629.308095291077,5061.681904925553
459,2016-05-09,4795.195971304553,4795.195971304553,4795.195971304553,4803.890813310332,4590.187999954383,5022.766882721842
460,2016-05-10,4793.322364211346,4793.322364211346,4793.322364211346,4809.784511808527,4588.03450718017,5029.181971231977
461,2016-05-11,4791.448757118139,4791.44875711814,4791.44875711814,4805.241948381046,4559.679143950656,5025.123530254583
462,2016-05-12,4789.5751500249335,4789.5751500249335,4789.5751500249335,4795.953146778022,4575.394811593126,5030.8361651254
463,2016-05-13,4787.701542931726,4787.701542931726,4787.701542931726,4792.598754060133,4580.431568944895,5022.0674883085085
464,2016-05-16,4782.080721652106,4782.080721652106,4782.080721652106,4775.351229209553,4550.353665501023,5009.4999680338115
465,2016-05-17,4780.207114558899,4780.207114558899,4780.207114558899,4784.540057415058,4585.479933557736,4992.099858059491
466,2016-05-18,4778.3335074656925,4778.3335074656925,4778.3335074656925,4783.946915249068,4551.8877468588735,5002.095423062339
467,2016-05-19,4776.459900372485,4776.459900372485,4776.459900372485,4779.1917541416215,4558.870021187243,4997.274594947659
468,2016-05-20,4774.58629327928,4774.58629327928,4774.58629327928,4780.870007213253,4558.403704365884,5009.1586498253955
469,2016-05-23,4768.96547199966,4768.96547199966,4768.96547199966,4780.671773446462,4561.294755560604,4997.918994438237
470,2016-05-24,4767.091864906452,4767.091864906452,4767.091864906452,4795.798669543556,4588.0195541164785,5018.380882402994
471,2016-05-25,4765.218257813246,4765.218257813246,4765.218257813246,4801.058576825565,4582.410823190327,5008.328586125661
472,2016-05-26,4763.34465072004,4763.34465072004,4763.34465072004,4801.941224249706,4575.731912251232,5033.977646504241
473,2016-05-27,4761.471043626832,4761.471043626832,4761.471043626832,4808.914344793482,4583.609809065783,5041.999403133882
474,2016-05-31,4753.976615254006,4753.976615254006,4753.976615254006,4839.30041589269,4616.56162281826,5066.802147565492
475,2016-06-01,4752.103008160799,4752.103008160799,4752.103008160799,4846.526632310438,4631.951553077403,5078.917940260139
476,2016-06-02,4750.229401067593,4750.229401067593,4750.229401067593,4848.485618120441,4612.414542797415,5065.717505650463
477,2016-06-03,4748.355793974386,4748.355793974386,4748.355793974386,4855.613383559429,4628.594007593821,5077.515223880846
478,2016-06-06,4742.734972694766,4742.734972694766,4742.734972694766,4863.007834002393,4649.043458879584,5104.62806782277
479,2016-06-07,4740.86136560156,4740.86136560156,4740.86136560156,4877.521857564874,4660.248427824937,5097.589110879917
480,2016-06-08,4738.987758508353,4738.987758508353,4738.987758508353,4880.574038051733,4664.943699841948,5104.82758681825
481,2016-06-09,4737.114151415146,4737.114151415146,4737.114151415146,4877.6962040434155,4652.517549170168,5111.663473849967
482,2016-06-10,4735.24054432194,4735.24054432194,4735.24054432194,4879.435167250977,4652.422894473794,5106.442755392075
483,2016-06-13,4729.6197230423195,4729.6197230423195,4729.6197230423195,4868.6548192249165,4647.757944033836,5095.752665577249
484,2016-06-14,4727.746115949112,4727.746115949112,4727.746115949112,4876.919126122616,4646.520716820967,5104.9130824626445
485,2016-06-15,4725.872508855907,4725.872508855907,4725.872508855907,4873.87466090348,4649.18680919675,5090.98983888256
486,2016-06-16,4730.622618391994,4730.622618391994,4730.622618391994,4871.824560795277,4633.02559287011,5088.510006559847
487,2016-06-17,4735.372727928083,4735.372727928083,4735.372727928083,4874.833313476519,4656.696390447854,5094.253171054757
488,2016-06-20,4749.6230565363485,4749.6230565363485,4749.6230565363485,4871.763840086949,4647.621603991029,5084.186495478051
489,2016-06-21,4754.373166072437,4754.373166072437,4754.373166072437,4884.238948201703,4670.616811208683,5109.652058868268
490,2016-06-22,4759.123275608524,4759.123275608524,4759.123275608524,4886.348319275982,4649.723340048219,5112.569769908629
491,2016-06-23,4763.873385144613,4763.873385144613,4763.873385144613,4883.812552340103,4672.933661769982,5109.451332090499
492,2016-06-24,4768.623494680702,4768.623494680702,4768.623494680702,4887.3375702384665,4657.403459441175,5109.564989584639
493,2016-06-27,4782.873823288966,4782.873823288966,4782.873823288966,4891.64678954096,4665.5533756211125,5117.676887405206
494,2016-06-28,4787.623932825054,4787.623932825054,4787.623932825054,4908.34774329641,4684.28542378294,5133.928667242234
495,2016-06-29,4792.3740423611425,4792.3740423611425,4792.3740423611425,4915.4236334750285,4685.808760171881,5147.565960358917
496,2016-06-30,4797.124151897231,4797.124151897231,4797.124151897231,4918.481263592276,4722.2088028031885,5142.823800664178
497,2016-07-01,4801.87426143332,4801.87426143332,4801.87426143332,4928.097475632948,4697.6405452728095,5151.071874456867
498,2016-07-05,4820.874699577672,4820.874699577672,4820.874699577672,4975.514319027974,4749.496381764208,5189.033892154582
499,2016-07-06,4825.62480911376,4825.62480911376,4825.62480911376,4988.929447638069,4785.461231338852,5212.170079372669
500,2016-07-07,4830.374918649849,4830.374918649849,4830.374918649849,4997.917271953449,4758.137163272194,5211.655273896272
501,2016-07-08,4835.1250281859375,4835.1250281859375,4835.1250281859375,5012.915276137655,4798.426514699665,5239.68030292885
502,2016-07-11,4849.375356794202,4849.375356794202,4849.375356794202,5048.699286641597,4811.74457594569,5273.73884864138
503,2016-07-12,4854.125466330291,4854.125466330291,4854.125466330291,5074.0878814186935,4841.461753036658,5282.116835032148
504,2016-07-13,4858.875575866378,4858.875575866378,4858.875575866378,5088.5869459964915,4871.093891012927,5304.958841986807
505,2016-07-14,4863.625685402467,4863.625685402467,4863.625685402467,5097.625647212865,4878.955437657395,5325.568778018312
506,2016-07-15,4868.375794938555,4868.375794938555,4868.375794938555,5111.635574810348,4900.384673506514,5333.031811606332
507,2016-07-18,4882.626123546821,4882.626123546821,4882.626123546821,5138.500825220814,4912.314825308355,5367.851648517045
508,2016-07-19,4887.376233082908,4887.376233082909,4887.376233082909,5159.130004544867,4937.6993084968035,5390.430904855115
509,2016-07-20,4892.126342618996,4892.126342618996,4892.126342618996,5168.122181609428,4951.565740780121,5389.423145423584
510,2016-07-21,4896.876452155086,4896.876452155086,4896.876452155086,5171.017112763131,4938.174673163377,5392.801734384288
511,2016-07-22,4901.626561691172,4901.626561691172,4901.626561691172,5178.368515455781,4952.141348712646,5395.727399472525
512,2016-07-25,4915.876890299438,4915.876890299438,4915.876890299438,5183.497817038938,4945.841187338257,5401.093828427035
513,2016-07-26,4920.6269998355265,4920.626999835526,4920.626999835526,5196.750263134237,4975.745372930398,5428.976240882933
514,2016-07-27,4925.377109371615,4925.377109371615,4925.377109371615,5198.522596412999,4987.864596752996,5432.2882365362
515,2016-07-28,4930.127218907703,4930.127218907703,4930.127218907703,5194.478572331674,4980.451379103042,5416.1643960058245
516,2016-07-29,4934.877328443791,4934.877328443792,4934.877328443792,5195.2856151940605,4984.776782214291,5419.952200978365
517,2016-08-01,4949.127657052056,4949.127657052056,4949.127657052056,5184.084845685462,4965.996558119458,5426.484079377397
518,2016-08-02,4953.877766588144,4953.877766588144,4953.877766588144,5193.227629885029,4973.377188401515,5422.236967373179
519,2016-08-03,4958.627876124233,4958.627876124233,4958.627876124233,5191.6301058337895,4980.30728269376,5419.558217100107
520,2016-08-04,4963.3779856603205,4963.3779856603205,4963.3779856603205,5184.972810704094,4964.711521807642,5404.271546179067
521,2016-08-05,4968.12809519641,4968.128095196409,4968.128095196409,5183.922210485217,4966.980120432632,5412.0296988551145
522,2016-08-08,4982.378423804675,4982.378423804675,4982.378423804675,5171.426145930119,4951.380720362019,5391.865835613983
523,2016-08-09,4987.128533340762,4987.128533340762,4987.128533340762,5181.405649244309,4936.263779696495,5411.5627040557565
524,2016-08-10,4991.87864287685,4991.87864287685,4991.87864287685,5181.170976115124,4962.5014384985,5405.647379241589
525,2016-08-11,4996.628752412939,4996.628752412939,4996.628752412939,5176.32478887925,4962.212028591082,5394.136663680027
526,2016-08-12,5001.908296210564,5001.908296210564,5001.908296210564,5177.979822228647,4932.324390373523,5403.588194691422
527,2016-08-15,5017.746927603436,5017.746927603436,5017.746927603436,5174.932319346508,4965.676978927353,5402.353556482645
528,2016-08-16,5023.026471401061,5023.026471401061,5023.026471401061,5188.226550663652,4972.958380223201,5408.463794892117
529,2016-08-17,5028.306015198684,5028.306015198684,5028.306015198684,5191.26128344226,4979.135818564991,5405.809854744259
530,2016-08-18,5033.5855589963085,5033.5855589963085,5033.5855589963085,5189.573180785943,4972.136583008098,5409.8883673828195
531,2016-08-19,5038.865102793933,5038.865102793933,5038.865102793933,5193.688767397485,4972.331882460136,5406.524143930602
532,2016-08-22,5054.703734186805,5054.703734186805,5054.703734186805,5196.6035578536685,4958.349621923325,5407.603809589827
533,2016-08-23,5059.98327798443,5059.98327798443,5059.98327798443,5211.3302227978775,4983.701804048582,5451.687745065202
534,2016-08-24,5065.262821782053,5065.262821782053,5065.262821782053,5215.5061142825925,4994.57123985274,5437.818584292178
535,2016-08-25,5070.542365579678,5070.542365579678,5070.542365579678,5214.6747280124355,4986.644156553418,5445.1384395023215
536,2016-08-26,5075.821909377302,5075.821909377302,5075.821909377302,5219.378105046645,5018.03148899423,5448.6585448686665
537,2016-08-29,5091.6605407701745,5091.6605407701745,5091.6605407701745,5222.6988353502775,4989.213427200526,5443.915695821055
538,2016-08-30,5096.940084567798,5096.940084567798,5096.940084567798,5237.216094842965,5006.8989225345085,5470.808896878579
539,2016-08-31,5102.219628365422,5102.219628365422,5102.219628365422,5241.069263562936,5040.951263535276,5475.344711945199
540,2016-09-01,5107.499172163047,5107.499172163047,5107.499172163047,5239.836728619262,5017.781844464523,5454.743755885275
541,2016-09-02,5112.7787159606705,5112.7787159606705,5112.7787159606705,5244.092781797767,5037.4932088697515,5473.3445505302825
542,2016-09-06,5133.896891151167,5133.896891151167,5133.896891151167,5260.158023040565,5037.242731217378,5471.478994861158
543,2016-09-07,5139.176434948792,5139.176434948792,5139.176434948792,5263.636553743623,5051.373312485304,5482.556837422068
544,2016-09-08,5144.455978746416,5144.455978746416,5144.455978746416,5262.057508211268,5042.429163569073,5485.577725240483
545,2016-09-09,5149.735522544041,5149.735522544041,5149.735522544041,5265.982808236031,5040.992845217553,5504.510468242749
546,2016-09-12,5165.574153936913,5165.574153936913,5165.574153936913,5266.823155379025,5050.355468132675,5488.252725822677
547,2016-09-13,5170.8536977345375,5170.8536977345375,5170.8536977345375,5280.4225357362675,5051.616503387763,5509.859111006751
548,2016-09-14,5176.133241532161,5176.133241532161,5176.133241532161,5283.2660153236775,5061.974039787435,5501.67227585782
549,2016-09-15,5181.412785329785,5181.412785329785,5181.412785329785,5280.891774612789,5021.428524368413,5511.7294657571265
550,2016-09-16,5186.692329127409,5186.692329127409,5186.692329127409,5283.82810386551,5042.867777698593,5505.133724565537
551,2016-09-19,5202.530960520282,5202.530960520282,5202.530960520282,5280.258130225237,5067.973454895344,5486.609313200452
552,2016-09-20,5207.810504317907,5207.8105043179075,5207.8105043179075,5291.841933289353,5067.227061556649,5535.150853781225
553,2016-09-21,5213.09004811553,5213.09004811553,5213.09004811553,5292.38417436898,5051.084628442762,5522.295028348322
554,2016-09-22,5218.369591913154,5218.369591913154,5218.369591913154,5287.428964426601,5063.585866015063,5521.082017601463
555,2016-09-23,5223.649135710779,5223.649135710779,5223.649135710779,5287.520558938833,5063.33797647087,5495.414663048141
556,2016-09-26,5239.487767103651,5239.487767103652,5239.487767103652,5274.1463917610245,5051.181795188328,5496.844554625591
557,2016-09-27,5244.767310901275,5244.767310901275,5244.767310901275,5282.19161360829,5077.178949664602,5498.792402747964
558,2016-09-28,5250.0468546989,5250.0468546989,5250.0468546989,5279.157970722189,5068.230848020436,5507.835871924709
559,2016-09-29,5255.326398496522,5255.326398496522,5255.326398496522,5270.658741321653,5050.652982169072,5497.0981307519605
560,2016-09-30,5260.605942294148,5260.605942294148,5260.605942294148,5267.312071080245,5036.0534200392285,5492.472392992753
561,2016-10-03,5276.44457368702,5276.44457368702,5276.44457368702,5245.027004464534,5021.646170619074,5468.18332884442
562,2016-10-04,5281.724117484644,5281.724117484644,5281.724117484644,5250.821895208871,5030.217971583399,5480.830939439471
563,2016-10-05,5287.003661282269,5287.003661282269,5287.003661282269,5246.014174522444,5028.162823671239,5470.075391785892
564,2016-10-06,5292.283205079893,5292.283205079893,5292.283205079893,5236.276647692112,5018.255319121109,5458.208576148352
565,2016-10-07,5297.562748877516,5297.562748877516,5297.562748877516,5232.277462234755,5001.968165710531,5484.190162381047
566,2016-10-10,5313.401380270389,5313.401380270389,5313.401380270389,5240.440508015449,5024.58800627001,5460.588668083221
567,2016-10-11,5318.680927077935,5318.680927077936,5318.680927077936,5219.6165140160465,5004.968964316611,5434.841094197325
568,2016-10-12,5323.96047388548,5323.96047388548,5323.96047388548,5217.401809952387,5003.179092312568,5440.29223689408
569,2016-10-13,5329.240020693025,5329.240020693025,5329.240020693025,5210.871223099997,4988.303795488364,5428.5221542867885
570,2016-10-14,5334.519567500571,5334.519567500571,5334.519567500571,5210.647538385998,4987.450478364037,5431.881660223734
571,2016-10-17,5350.358207923207,5350.358207923207,5350.358207923207,5204.335736445417,4994.054776309364,5430.984217018856
572,2016-10-18,5355.637754730752,5355.637754730752,5355.637754730752,5217.428509923434,5004.982835597753,5431.064829848824
573,2016-10-19,5360.917301538298,5360.917301538297,5360.917301538297,5220.735111464036,4972.258053724939,5427.285510527434
574,2016-10-20,5366.196848345843,5366.196848345843,5366.196848345843,5219.796581698616,4991.637977916677,5445.514492446306
575,2016-10-21,5371.476395153388,5371.476395153388,5371.476395153388,5225.133432322807,4997.726972211239,5448.187929141519
576,2016-10-24,5387.3150355760245,5387.3150355760245,5387.3150355760245,5234.319378200319,5021.660382658846,5459.858185840644
577,2016-10-25,5392.594582383569,5392.594582383568,5392.594582383568,5251.878486901523,5042.947694801802,5482.569393064151
578,2016-10-26,5397.874129191116,5397.874129191116,5397.874129191116,5259.170457217306,5046.156869152279,5471.307018144433
579,2016-10-27,5403.15367599866,5403.15367599866,5403.15367599866,5261.6745834656995,5026.69863779824,5474.230591274588
580,2016-10-28,5408.433222806205,5408.433222806205,5408.433222806205,5269.863167478454,5043.021746025279,5497.586048694894
581,2016-10-31,5424.271863228841,5424.27186322884,5424.27186322884,5283.8002823481,5077.306274468569,5501.58763638917
582,2016-11-01,5429.551410036387,5429.551410036387,5429.551410036387,5301.66644664008,5079.538187901847,5518.881453909786
583,2016-11-02,5434.830956843933,5434.830956843933,5434.830956843933,5308.661038517555,5088.632627000254,5534.726789910862
584,2016-11-03,5440.110503651477,5440.110503651477,5440.110503651477,5310.305117962512,5087.199258921938,5543.778171934099
585,2016-11-04,5445.390050459024,5445.390050459024,5445.390050459024,5317.125277477067,5101.128817086837,5533.576419453249
586,2016-11-07,5461.228690881659,5461.228690881659,5461.228690881659,5324.599166459888,5106.560002689934,5551.160859168109
587,2016-11-08,5466.508237689204,5466.508237689204,5466.508237689204,5339.79022630756,5123.88068628323,5559.337471838045
588,2016-11-09,5471.787784496749,5471.787784496749,5471.787784496749,5343.990778547157,5124.7563472037455,5560.3948020111075
589,2016-11-10,5477.067331304295,5477.067331304295,5477.067331304295,5342.8066447993215,5131.660567766559,5554.584119176743
590,2016-11-11,5482.346878111841,5482.346878111841,5482.346878111841,5383.477030163727,5147.115523871886,5584.256027829074
591,2016-11-14,5498.185518534477,5498.185518534477,5498.185518534477,5346.965908355894,5131.276748427185,5571.439273784062
592,2016-11-15,5503.465065342021,5503.465065342021,5503.465065342021,5360.223365116755,5127.8297950382175,5573.308374768046
593,2016-11-16,5508.744612149567,5508.744612149567,5508.744612149567,5362.812933989415,5121.716463631218,5600.452978928939
594,2016-11-17,5514.024158957112,5514.024158957112,5514.024158957112,5360.358429803612,5135.2387165962145,5581.6162380524265
595,2016-11-18,5519.303705764657,5519.303705764657,5519.303705764657,5363.47126862149,5133.195919472684,5596.257608204342
596,2016-11-21,5535.142346187294,5535.142346187294,5535.142346187294,5362.7048414515,5146.492163743447,5586.597804242101
597,2016-11-22,5540.421892994839,5540.421892994839,5540.421892994839,5376.17419377692,5155.501554293589,5611.735571963849
598,2016-11-23,5545.701439802384,5545.701439802384,5545.701439802384,5379.140052112407,5167.296528307516,5611.227862042886
599,2016-11-25,5556.260533417475,5556.260533417475,5556.260533417475,5380.772538984404,5170.9793819574,5604.894685989726
600,2016-11-28,5572.099173840111,5572.099173840111,5572.099173840111,5380.910948012899,5168.060136330623,5618.4814910661935
601,2016-11-29,5577.378720647656,5577.378720647656,5577.378720647656,5394.242071628522,5168.5605036643365,5616.822176455327
602,2016-11-30,5582.658267455202,5582.658267455202,5582.658267455202,5396.742463195002,5179.917540399023,5622.681725179748
603,2016-12-01,5587.9378142627465,5587.9378142627465,5587.9378142627465,5393.918201947572,5161.745694508318,5593.912652648832
604,2016-12-02,5593.217361070292,5593.217361070292,5593.217361070292,5396.26923628954,5161.8921325280735,5607.859504057899
605,2016-12-05,5609.056001492929,5609.056001492929,5609.056001492929,5389.9312990258695,5159.313451518353,5594.474202697173
606,2016-12-06,5614.3355483004725,5614.3355483004725,5614.3355483004725,5400.223002895874,5181.724357895281,5617.730805352631
607,2016-12-07,5619.615094833938,5619.615094833938,5619.615094833938,5399.292198236499,5163.849450278317,5624.214388662681
608,2016-12-08,5624.894641367404,5624.894641367404,5624.894641367404,5392.697907182018,5174.912991124551,5609.709169970386
609,2016-12-09,5630.17418790087,5630.17418790087,5630.17418790087,5391.007723639346,5165.323608305441,5611.564079880412
610,2016-12-12,5646.0128275012685,5646.0128275012685,5646.0128275012685,5371.7823861082625,5153.955801957491,5608.188697664764
611,2016-12-13,5651.292374034734,5651.292374034734,5651.292374034734,5377.858902042872,5170.560068311647,5611.3511165767395
612,2016-12-14,5656.5719205682,5656.5719205682,5656.5719205682,5372.935544506631,5154.510094437195,5592.127503454908
613,2016-12-15,5661.851467101666,5661.851467101666,5661.851467101666,5362.683528303194,5148.424260531431,5578.527669092157
614,2016-12-16,5667.131013635131,5667.131013635131,5667.131013635131,5357.780221119853,5132.33668824401,5569.735937884233
615,2016-12-19,5682.969653235527,5682.969653235527,5682.969653235527,5332.580215473113,5112.523045852009,5548.003229727865
616,2016-12-20,5688.249199768993,5688.249199768993,5688.249199768993,5338.165340671193,5137.646176736544,5553.191292065961
617,2016-12-21,5693.528746302459,5693.528746302459,5693.528746302459,5333.604092011303,5115.654572175305,5554.531641844421
618,2016-12-22,5698.8082928359245,5698.8082928359245,5698.8082928359245,5324.603742971965,5095.265112178367,5552.825684368164
619,2016-12-23,5704.08783936939,5704.08783936939,5704.08783936939,5321.858196322164,5092.809072947912,5541.883491244178
